#;Família (FB 2020);Espécie (FB 2020);Nome avaliação anterior;Categoria em 2014;Sugestão de Categoria 2021;EW;CR;EN,;VU;Mesma Categoria de Ameaça 2014;Aumentou a Categoria de Ameaça;Reduziu a Categoria de Ameaça;Entrou em Categoria de Ameaça;Saíram da Categoria de Ameaça;Saíram da Lista por serem sinonímias taxonômicas
2505;Orchidaceae;Pabstiella ruschii (Hoehne) Luer;Pabstiella ruschii;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2506;Orchidaceae;Phragmipedium vittatum (Vell.) Rolfe;Phragmipedium vittatum;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2507;Orchidaceae;Phymatidium geiselii Ruschi;Phymatidium geiselii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2508;Orchidaceae;Phymatidium vogelii Pabst;Phymatidium vogelii;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2509;Orchidaceae;Polystachya rupicola Brade;Polystachya rupicola;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2510;Orchidaceae;Prescottia spiranthophylla Barb.Rodr.;Prescottia spiranthophylla;;Em Perigo (EN);;;X;;;;;X;;
2511;Orchidaceae;Pseudolaelia brejetubensis M.Frey;Pseudolaelia brejetubensis;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2512;Orchidaceae;Pseudolaelia canaanensis (Ruschi) F.Barros;Pseudolaelia canaanensis;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2513;Orchidaceae;Pseudolaelia cipoensis Pabst;Pseudolaelia cipoensis;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2514;Orchidaceae;Pseudolaelia citrina Pabst;Pseudolaelia citrina;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2515;Orchidaceae;Pseudolaelia corcovadensis Porto & Brade;Pseudolaelia corcovadensis;;Em Perigo (EN);;;X;;;;;X;;
2516;Orchidaceae;Pseudolaelia dutrae Ruschi;Pseudolaelia dutrae;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2517;Orchidaceae;Pteroglossa hilariana (Cogn.) Garay;Pteroglossa hilariana;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2518;Orchidaceae;Rauhiella silvana Toscano;Rauhiella silvana;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2519;Orchidaceae;Rodriguezia sucrei Braga;Rodriguezia sucrei;;Criticamente em Perigo (CR);;X;;;;;;X;;
2520;Orchidaceae;Sarcoglottis alexandri Schltr. ex Mansf.;Sarcoglottis alexandri;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2521;Orchidaceae;Saundersia mirabilis Rchb.f.;Saundersia mirabilis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2522;Orchidaceae;Saundersia paniculata Brade;Saundersia paniculata;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2523;Orchidaceae;Scuticaria irwiniana Pabst;Scuticaria irwiniana;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2524;Orchidaceae;Scuticaria itirapinensis Pabst;Scuticaria itirapinensis;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2525;Orchidaceae;Scuticaria kautskyi Pabst;Scuticaria kautskyi;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2526;Orchidaceae;Scuticaria strictifolia Hoehne;Scuticaria strictifolia;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2527;Orchidaceae;Specklinia gomesferreirae (Pabst) Luer;Specklinia gomesferreirae;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2528;Orchidaceae;Stelis palmeiraensis Barb.Rodr.;Stelis palmeiraensis;;Vulnerável (VU);;;;X;;;;X;;
2529;Orchidaceae;Stigmatosema hatschbachii (Pabst) Garay;Stigmatosema hatschbachii;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2530;Orchidaceae;Thelyschista ghillanyi (Pabst) Garay;Thelyschista ghillanyi;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2531;Orchidaceae;Thysanoglossa jordanensis Porto & Brade;Thysanoglossa jordanensis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2532;Orchidaceae;Trichocentrum schwambachiae (V.P.Casto & Toscano) Meneguzzo;Lophiaris schwambachiae;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2533;Orchidaceae;Vanilla dietschiana Edwall;Vanilla dietschiana;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2534;Orchidaceae;Vanilla dubia Hoehne;Vanilla dubia;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2535;Orchidaceae;Zygopetalum crinitum subsp. pabstii (Toscano) Meneguzzo;Zygopetalum pabstii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2536;Orchidaceae;Zygopetalum jugosum (Lindl.) Schltr.;Pabstia jugosa;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2537;Orchidaceae;Zygopetalum murrayanum Gardner ex Hook.;Neogardneria murrayana;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2538;Orchidaceae;Zygostates kuhlmannii Brade;Zygostates kuhlmannii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2539;Orchidaceae;Zygostates linearisepala (Senghas) Toscano;Zygostates linearisepala;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2540;Orchidaceae;Zygostates ovatipetala (Brade) Toscano;Zygostates ovatipetala;;Em Perigo (EN);;;X;;;;;X;;
2541;Orobanchaceae;Agalinis bandeirensis Barringer;Agalinis bandeirensis;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2542;Orobanchaceae;Agalinis brachyphylla (Cham. & Schltdl.) D'Arcy;Agalinis brachyphylla;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2543;Orobanchaceae;Agalinis itambensis V.C.Souza & S.I.Elias;Agalinis itambensis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2544;Orobanchaceae;Agalinis nana S.I.Elias & V.C.Souza;Agalinis nana;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2545;Orobanchaceae;Agalinis ramulifera Barringer;Agalinis ramulifera;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2546;Orobanchaceae;Agalinis schwackeana (Diels) V.C.Souza & Giul.;Agalinis schwackeana;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2547;Orobanchaceae;Esterhazya caesarea (Cham. & Schltdl.) V.C.Souza;Esterhazya caesarea;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2548;Orobanchaceae;Magdalenaea limae Brade;Magdalenaea limae;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2549;Orobanchaceae;Nothochilus coccineus Radlk.;Nothochilus coccineus;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2550;Oxalidaceae;Oxalis arachnoidea Progel;Oxalis arachnoidea;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2551;Oxalidaceae;Oxalis bela-vitoriae Lourteig;Oxalis bela-vitoriae;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2552;Oxalidaceae;Oxalis blackii Lourteig;Oxalis blackii;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2553;Oxalidaceae;Oxalis clausenii Lourteig;Oxalis clausenii;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2554;Oxalidaceae;Oxalis diamantinae R.Knuth;Oxalis diamantinae;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2555;Oxalidaceae;Oxalis doceana Lourteig;Oxalis doceana;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2556;Oxalidaceae;Oxalis hyalotricha Lourteig;Oxalis hyalotricha;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2557;Oxalidaceae;Oxalis impatiens Vell.;Oxalis impatiens;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2558;Oxalidaceae;Oxalis kuhlmannii Lourteig;Oxalis kuhlmannii;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2559;Oxalidaceae;Oxalis mandioccana Raddi;Oxalis mandioccana;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2560;Oxalidaceae;Oxalis paranaensis Lourteig;Oxalis paranaensis;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2561;Oxalidaceae;Oxalis praetexta Progel;Oxalis praetexta;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2562;Pallaviciniaceae;Jensenia difformis (Nees) Grolle;Jensenia difformis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2563;Passifloraceae;Passiflora farneyi Pessoa & Cervi;Passiflora farneyi;;Vulnerável (VU);;;;X;;;;X;;
2564;Passifloraceae;Passiflora hatschbachii Cervi;Passiflora hatschbachii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2565;Passifloraceae;Passiflora imbeana Sacco;Passiflora imbeana;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2566;Passifloraceae;Passiflora ischnoclada Harms;Passiflora ischnoclada;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2567;Passifloraceae;Passiflora margaritae Sacco;Passiflora margaritae;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2568;Passifloraceae;Passiflora setulosa Killip;Passiflora setulosa;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2569;Passifloraceae;Passiflora urubiciensis Cervi;Passiflora urubiciensis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2570;Pentaphylacaceae;Freziera carinata A.L. Weitzman;Freziera carinata;;Criticamente em Perigo (CR);;X;;;;;;X;;
2571;Pentaphylacaceae;Ternstroemia cuneifolia Gardner;Ternstroemia cuneifolia;Vulnerável (VU);Em Perigo (EN);;;X;;;X;;;;
2572;Peraceae;Pera manausensis Bigio & Secco;Pera manausensis;;Em Perigo (EN);;;X;;;;;X;;
2573;Peraceae;Pera membranacea Leal;Pera membranacea;;Em Perigo (EN);;;X;;;;;X;;
2574;Peraceae;Pera pulchrifolia Ducke;Pera pulchrifolia;;Criticamente em Perigo (CR);;X;;;;;;X;;
2575;Phyllanthaceae;Amanoa sinuosa W.J.Hayden;Amanoa sinuosa;;Vulnerável (VU);;;;X;;;;X;;
2576;Phyllanthaceae;Discocarpus pedicellatus Fiaschi & Cordeiro;Discocarpus pedicellatus;;Vulnerável (VU);;;;X;;;;X;;
2577;Phyllanthaceae;Phyllanthus biantherifer Croizat;Phyllanthus biantherifer;;Em Perigo (EN);;;X;;;;;X;;
2578;Phyllanthaceae;Phyllanthus gladiatus Müll.Arg.;Phyllanthus gladiatus;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2579;Phyllanthaceae;Phyllanthus itatiaiensis Brade;Phyllanthus itatiaiensis;;Criticamente em Perigo (CR);;X;;;;;;X;;
2580;Phyllanthaceae;Phyllanthus rosmarinifolius Müll.Arg.;Phyllanthus rosmarinifolius;;Em Perigo (EN);;;X;;;;;X;;
2581;Phyllanthaceae;Phyllanthus umbratus Müll.Arg.;Phyllanthus umbratus;;Criticamente em Perigo (CR);;X;;;;;;X;;
2582;Picramniaceae;Picramnia coccinea W.W.Thomas;Picramnia coccinea;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2583;Picramniaceae;Picramnia excelsa Kuhlm. ex Pirani;Picramnia excelsa;;Vulnerável (VU);;;;X;;;;X;;
2584;Picramniaceae;Picramnia grandifolia Engl.;Picramnia grandifolia;;Em Perigo (EN);;;X;;;;;X;;
2585;Picrodendraceae;Piranhea securinega Radcl.-Sm. & Ratter;Piranhea securinega;;Em Perigo (EN);;;X;;;;;X;;
2586;Piperaceae;Peperomia arbuscula Yunck.;Peperomia arbuscula;;Criticamente em Perigo (CR);;X;;;;;;X;;
2587;Piperaceae;Peperomia cordigera Dahlst.;Peperomia cordigera;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2588;Piperaceae;Peperomia gracilis Dahlst.;Peperomia gracilis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2589;Piperaceae;Peperomia guarujana C.DC.;Peperomia guarujana;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2590;Piperaceae;Peperomia hemmendorffii Yunck.;Peperomia hemmendorffii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2591;Piperaceae;Peperomia itatiaiana Yunck.;Peperomia itatiaiana;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2592;Piperaceae;Peperomia loefgrenii Yunck.;Peperomia loefgrenii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2593;Piperaceae;Peperomia pubipeduncula Yunck.;Peperomia pubipeduncula;;Criticamente em Perigo (CR);;X;;;;;;X;;
2594;Piperaceae;Peperomia rostulatiformis Yunck.;Peperomia rostulatiformis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2595;Piperaceae;Peperomia rufispica Yunck.;Peperomia rufispica;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2596;Piperaceae;Piper amparoense Yunck.;Piper amparoense;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2597;Piperaceae;Piper anostachyum Yunck.;Piper anostachyum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2598;Piperaceae;Piper barretoi Yunck.;Piper barretoi;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2599;Piperaceae;Piper bennettianum C.DC.;Piper bennettianum;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2600;Piperaceae;Piper carautensei E.F.Guim. & M.Carvalho-Silva;Piper carautensei;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2601;Piperaceae;Piper casteloense Yunck.;Piper casteloense;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2602;Piperaceae;Piper duartei E.F.Guim. & M.Carvalho-Silva;Piper duartei;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2603;Piperaceae;Piper edwallii Yunck.;Piper edwallii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2604;Piperaceae;Piper giordanoi E.F.Guim. & D.Monteiro;Piper giordanoi;;Vulnerável (VU);;;;X;;;;X;;
2605;Piperaceae;Piper halesiifolium Kunth;Piper halesiifolium;;Criticamente em Perigo (CR);;X;;;;;;X;;
2606;Piperaceae;Piper hatschbachii Yunck.;Piper hatschbachii;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2607;Piperaceae;Piper hoehnei Yunck.;Piper hoehnei;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2608;Piperaceae;Piper juliflorum Nees & Mart.;Piper juliflorum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2609;Piperaceae;Piper kuhlmannii Yunck.;Piper kuhlmannii;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2610;Piperaceae;Piper laevicarpum Yunck.;Piper laevicarpum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2611;Piperaceae;Piper loefgrenii Yunck.;Piper loefgrenii;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2612;Piperaceae;Piper morisonianum C.DC.;Piper morisonianum;;Criticamente em Perigo (CR);;X;;;;;;X;;
2613;Piperaceae;Piper niteroiense Yunck.;Piper niteroiense;;Criticamente em Perigo (CR);;X;;;;;;X;;
2614;Piperaceae;Piper oblancifolium Yunck.;Piper oblancifolium;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2615;Piperaceae;Piper piritubanum Yunck.;Piper piritubanum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2616;Piperaceae;Piper rioense Yunck.;Piper rioense;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2617;Piperaceae;Piper sampaioi Yunck.;Piper sampaioi;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2618;Piperaceae;Piper scabrellum Yunck.;Piper scabrellum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2619;Piperaceae;Piper translucens Yunck.;Piper translucens;;Vulnerável (VU);;;;X;;;;X;;
2620;Piperaceae;Piper trigonodrupum Yunck.;Piper trigonodrupum;;Em Perigo (EN);;;X;;;;;X;;
2621;Plagiochilaceae;Plagiochila boryana Gottsche ex Steph.;Plagiochila boryana;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2622;Plantaginaceae;Angelonia alternifolia V.C.Souza;Angelonia alternifolia;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2623;Plantaginaceae;Bacopa cochlearia (Huber) L.B.Sm.;Bacopa cochlearia;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2624;Plantaginaceae;Ildefonsia bibracteata Gardner;Ildefonsia bibracteata;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;X;;;
2625;Plantaginaceae;Lapaea harleyi (B.L. Turner) Scatigna;Stemodia harleyi;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2626;Plantaginaceae;Matourea caparaoensis (Brade) Colletta & V.C.Souza;Achetaria caparaoense;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2627;Plantaginaceae;Matourea latifolia (V.C.Souza) V.C.Souza & Colletta;Achetaria latifolia;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2628;Plantaginaceae;Plantago turficola Rahn;Plantago turficola;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2629;Plantaginaceae;Stemodia hyptoides Cham. & Schltdl.;Stemodia hyptoides;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2630;Poaceae;Agrostis lenis Roseng. et al.;Agrostis lenis;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2631;Poaceae;Agrostis longiberbis Hack. ex L.B.Sm.;Agrostis longiberbis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2632;Poaceae;Altoparadisium chapadense Filg., Davidse, Zuloaga & Morrone;Altoparadisium chapadense;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2633;Poaceae;Andropogon glaucophyllus Roseng. et al.;Andropogon glaucophyllus;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2634;Poaceae;Anomochloa marantoidea Brongn.;Anomochloa marantoidea;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2635;Poaceae;Anthaenantiopsis fiebrigii Parodi;Anthaenantiopsis fiebrigii;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2636;Poaceae;Apoclada simplex McClure & L.B.Sm.;Apoclada simplex;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2637;Poaceae;Aristida brasiliensis Longhi-Wagner;Aristida brasiliensis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2638;Poaceae;Aristida constricta Longhi-Wagner;Aristida constricta;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2639;Poaceae;Arthropogon xerachne Ekman;Arthropogon xerachne;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2640;Poaceae;Arundinella deppeana Nees ex Steud.;Arundinella deppeana;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2641;Poaceae;Axonopus carajasensis Bastos;Axonopus carajasensis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2642;Poaceae;Axonopus fastigiatus (Nees ex Trin.) Kuhlm.;Axonopus fastigiatus;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2643;Poaceae;Axonopus hydrolithicus (Filg. et al.) Alicia López & Morrone;Axonopus hydrolithicus;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2644;Poaceae;Axonopus monticola G.A. Black;Axonopus monticola;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2645;Poaceae;Axonopus uninodis (Hack.) G.A. Black;Axonopus uninodis;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2646;Poaceae;Bothriochloa laguroides (DC.) Herter;Bothriochloa laguroides;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2647;Poaceae;Brasilochloa sampaiana (Hitchc.) R.P.Oliveira;Sucrea sampaiana;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2648;Poaceae;Bromidium ramboi (Parodi) Rúgolo;Bromidium ramboi;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2649;Poaceae;Cambajuva ulei (Hack.) P.L.Viana, L.G.Clark & Filg.;Cambajuva ulei;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2650;Poaceae;Canastra lanceolata (Filg.) Morrone, Zuloaga, Davidse & Filg.;Canastra lanceolata;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2651;Poaceae;Chascolytrum brasilense (Nees) L. Essi, Longhi-Wagner & Souza-Chies;Chascolytrum brasilense;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2652;Poaceae;Chascolytrum bulbosum (Parodi) L.Essi, Longhi-Wagner & Souza-Chies;Chascolytrum bulbosum;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2653;Poaceae;Chascolytrum itatiaiae (Ekman) L. Essi, Longhi-Wagner & Souza-Chies;Chascolytrum itatiaiae;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2654;Poaceae;Chascolytrum parodianum (Roseng., Arrill. & Izag.) Matthei;Chascolytrum parodianum;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2655;Poaceae;Chascolytrum scabrum (Nees ex Steud.) Matthei;Chascolytrum scabrum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2656;Poaceae;Chusquea attenuata (Döll) L.G. Clark;Chusquea attenuata;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2657;Poaceae;Chusquea baculifera Silveira;Chusquea baculifera;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2658;Poaceae;Chusquea erecta L.G.Clark;Chusquea erecta;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2659;Poaceae;Chusquea heterophylla Nees;Chusquea heterophylla;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2660;Poaceae;Chusquea pulchella L.G.Clark;Chusquea pulchella;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2661;Poaceae;Chusquea tenuiglumis Döll;Chusquea tenuiglumis;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2662;Poaceae;Colanthelia macrostachya (Nees) McClure;Colanthelia macrostachya;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2663;Poaceae;Danthonia cirrata Hack. & Arechav.;Danthonia cirrata;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2664;Poaceae;Deschampsia cespitosa (L.) P. Beauv.;Deschampsia caespitosa;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2665;Poaceae;Diandrolyra tatianae Soderstr. & Zuloaga;Diandrolyra tatianae;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2666;Poaceae;Dichanthelium cucaense (Zuloaga & Morrone) Zuloaga;Dichanthelium cucaense;;Em Perigo (EN);;;X;;;;;X;;
2667;Poaceae;Digitaria neesiana Henrard;Digitaria neesiana;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2668;Poaceae;Glaziophyton mirabile Franch.;Glaziophyton mirabile;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2669;Poaceae;Gymnopogon doellii Boechat & Valls;Gymnopogon doellii;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2670;Poaceae;Leersia ligularis Trin.;Leersia ligularis;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2671;Poaceae;Lithachne horizontalis Chase;Lithachne horizontalis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2672;Poaceae;Luziola brasiliensis (Trin.) Pilg.;Luziola brasiliensis;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
2673;Poaceae;Melica arzivencoi Valls & Barcellos;Melica arzivencoi;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2674;Poaceae;Merostachys abadiana Send.;Merostachys abadiana;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2675;Poaceae;Merostachys burmanii Send.;Merostachys burmanii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2676;Poaceae;Merostachys caucaiana Send.;Merostachys caucaiana;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2677;Poaceae;Merostachys scandens Send.;Merostachys scandens;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2678;Poaceae;Ocellochloa brachystachya (Trin.) Zuloaga & Morrone;Ocellochloa brachystachya;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2679;Poaceae;Olyra latispicula Soderstr. & Zuloaga;Olyra latispicula;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2680;Poaceae;Parianella carvalhoi (R.P. Oliveira & Longhi-Wagner) F.M. Ferreira & R.;Parianella carvalhoi;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2681;Poaceae;Paspalum biaristatum Filg. & Davidse;Paspalum biaristatum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2682;Poaceae;Paspalum longiaristatum Davidse & Filg.;Paspalum longiaristatum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2683;Poaceae;Paspalum niquelandiae Filg.;Paspalum niquelandiae;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2684;Poaceae;Paspalum rawitscheri (Parodi) Chase ex G.H. Rua & Valls;Paspalum rawitscheri;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2685;Poaceae;Paspalum repandum (Nees) G.H. Rua & Valls;Paspalum repandum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2686;Poaceae;Piptochaetium alpinum L.B.Sm.;Piptochaetium alpinum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2687;Poaceae;Piptochaetium palustre Muj.-Sall. & Longhi-Wagner;Piptochaetium palustre;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2688;Poaceae;Poa bradei Pilg.;Poa bradei;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2689;Poaceae;Poa reitzii Swallen;Poa reitzii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
2690;Poaceae;Raddia angustifolia Soderstr. & Zuloaga;Raddia angustifolia;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
2691;Poaceae;Raddia distichophylla (Schrad. ex Nees) Chase;Raddia distichophylla;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
